linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,Skills,total_experience_count
external_validation_index_99,2nd VP,Glen Ellyn,Illinois,United States,2nd VP,Northern Trust Securities,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_100,Executive Assistant | Content & Revenue Finance,Tucson,Arizona,United States,Consultant,Capco,2020,Bachelor of Science,"Business, Language & Culture Studies: Spanish (bs)","Business, Lang & Culture Stds",100,"Bachelor of Science - BS, Business Administration; Minor: Spanish, International Studies",2016,2020,Executive Assistant | Content & Revenue Finance,NA,Condé Nast,http://www.condenast.com,Media Production,United States,"New York, United States",2024-12-01T00:00:00Z,Consultant,"• Managed a core banking transformation, overseeing the integration of a consolidated wealth management platform
• Planned 4 high-profile CAPCO events as lead event coordinator; managed $200K budget, supervised team of 6, and maintained 10+ vendor relationships",Capco,12.3,"Congressional Affairs, Budget Management, Financial Analysis, Events, Strategic Leadership, Audio Visual (AV) Systems, Internal and External Communications, Spanish-speaking, Event Marketing, Presentation Skills, Event Planning, Press Releases, Agile Methodologies, Social Media Marketing, Project Management, Digital Marketing, Presentations, Office Administration, Communication, Microsoft Excel",8
external_validation_index_101,Information System Security Officer (ISSO),Atlanta,Georgia,United States,Information System Security Officer (Isso),United Solutions,2020,Bachelor of Science,Finance (BS),Finance,101,"Master of Science - MS , Analytics",2020,2023,Information System Security Officer (ISSO),"- Draft and enforce cyber security plans, policies, and procedures following NIST 800 - 53 Rev 4 & 5. 
- Coordinate the identification and remediation of system vulnerabilities with infrastructure resources 
- Manage evidence collection, threat remediation, & policy compliance following GSA's FedRAMP high system accreditation standards.","United Solutions, LLC",https://www.usai.io/,IT Services and IT Consulting,United States,"Rockville, Maryland, United States",2021-09-01T00:00:00Z,Project Manager & Business Analyst,"-Provide detailed system mapping and data analysis generating Entity Relationship and Technical Architecture Diagrams. 
-Manage 10+ person teams following Agile Scrum and Kanban framework.
-Facilitated Client Facing HCD sessions for requirement gathering.
-Successfully deployed Cloud Based AI software to the Department of State to facilitate acquisition planning. 
-Successfully deployed Siqi Health mobile application to Apple App Store and Google Play App Store.","United Solutions, LLC",9.7,"Microsoft Excel, ATWeb software, Teamwork, Social Media, Microsoft PowerPoint, Microsoft Word, Leadership, Public Speaking, Data Analysis, R-script",5
external_validation_index_102,Information System Security Officer (Isso),Atlanta,Georgia,United States,Information System Security Officer (Isso),United Solutions,2020,Bachelor of Science,Finance (BS),Finance,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_103,Financial Management Analyst,Washington,District of Columbia,United States,Financial Management Analyst,Naval Sea Systems Command (NAVSEA),2020,Bachelor of Science,Accounting (BS),Accounting,103,Accounting,2016,2020,Financial Management Analyst,NA,Naval Sea Systems Command (NAVSEA),http://www.navsea.navy.mil,Defense and Space Manufacturing,United States,"Washington, DC",2024-10-01T00:00:00Z,Senior Consultant - BFM Support,NA,Booz Allen Hamilton,8.8,"Analytical Skills, Briefing, Financial Analysis, Enterprise Resource Planning (ERP), Planning Budgeting & Forecasting, Contract Management, Defense Acquisition, Jira, SharePoint, Active DoD Secret Clearance, Microsoft Excel, Microsoft Word, Teamwork, Time Management",9
external_validation_index_104,"Manager, Ticket Sales",Old Bridge,New Jersey,United States,"Manager, Ticket Sales",Inter Miami,2020,BS in Business Administration,Business Administration: Entrepreneurship: Marketing (BSBA),Business Administration,104,"Bachelor of Science - BS, Business Administration, Specializing in Entrepreneurship and Marketing",2016,2020,"Manager, Ticket Sales",NA,Inter Miami CF,http://www.intermiamicf.com,Spectator Sports,United States,Miami-Fort Lauderdale Area,2023-02-01T00:00:00Z,"Account Executive, Business Development",NA,Miami Dolphins and Hard Rock Stadium,9.8,"Microsoft Office, Customer Service, Public Speaking, Management, Microsoft Word, Leadership, Microsoft PowerPoint, Social Media, Teamwork, Time Management, Communication, Team Leadership, Fundraising, Social Media Marketing, Adobe Photoshop, Sports Marketing, Sponsorship, Sports Management, Event Management, Advertising",8
external_validation_index_105,Management Trainee,Kennebunkport,Maine,United States,Inside Sales Representative,Visual Systems Group Inc,2020,BS in Business Administration,Business Administration: Marketing (BSBA),Business Administration,105,"Bachelor of Business Administration - BBA, Marketing/Marketing Management, General",2016,2020,Management Trainee,NA,Enterprise Mobility,https://www.enterprisemobility.com,Travel Arrangements,United States,Washington DC,2024-10-01T00:00:00Z,Professional Mover,"Managed staffing efficiency of teams for key performance and safety from origin to destination; Provided management with performance metrics; Constructed deliverables and records of the furniture, materials, and supplies received for delivery; Oversight of the safe transportation and unloading at designated locations; Commercial Licensed Driver (CLD)",Gentle Giant Moving Co.,6.9,"Customer Relationship Management (CRM), Analytical Skills, Negotiation, Sales, Communication, Microsoft Excel, Microsoft Office, Microsoft PowerPoint, Critical Thinking, Microsoft Word",4
external_validation_index_106,Senior Tax Analyst,Randolph,New Jersey,United States,Senior Tax Associate,KPMG LLC,2020,Bachelor of Science,Accounting (BS),Accounting,106,"Bachelor of Science, Accounting",2016,2020,Senior Tax Analyst,NA,YES! Communities,http://www.yescommunities.com,Real Estate,United States,"Denver, CO",2026-02-01T00:00:00Z,Senior Tax Associate,NA,KPMG US,7.3,"Tax, Tax Reporting, Individual Taxation, Tax Analysis, Leadership, Microsoft Excel, Microsoft Office, Teamwork, Social Media",4
external_validation_index_107,Client Services Coordinator,Westfield,New Jersey,United States,Project Coordinator,AccessAgility,2020,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,107,"Bachelor of Science - BS, Business Administration and Management, General",2016,2020,Client Services Coordinator,NA,OLI,https://www.olisystems.com,Software Development,United States,"Parsippany, New Jersey, United States",2024-01-01T00:00:00Z,Data Analyst,"• Analyze compliance-related assessment data for major pharmaceutical client.
• Trend performance at the agent level and across third-party vendors.
• Produce data visualization for presentation to Senior Leadership.
• Identify skill gaps and training development opportunities.
• Make recommendations on assessment format and collection tools to optimize data integrity.","VGC Solutions, LLC",12.8,"Chemical Engineering, French, Project Management, SQL, Foreign Languages, Writing, Data Analysis, Microsoft Excel, macOS, Java, Microsoft Word, Microsoft PowerPoint, Interpersonal Communication, Communication, Teamwork, Customer Service, Written Communication, Organization Skills, Presentations, Public Speaking",9
external_validation_index_108,Data Analyst,Unknown,Unknown,Unknown,Data Analyst,World Bank,2020,Master of Science,Analytics (MS),Analytics,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_109,Lead Government Affairs Specialist,Philadelphia,Pennsylvania,United States,Director Of Programs,Young Professionals In Transportation International,2020,Bachelor of Science,"Business, Language & Culture Studies: Russian (bs)","Business, Lang & Culture Stds",109,"BS, Business, Language & Culture Studies",0,0,Lead Government Affairs Specialist,NA,Amtrak,http://www.amtrak.com,Rail Transportation,United States,"Washington, District of Columbia, United States",2025-02-01T00:00:00Z,Government Affairs Specialist,NA,Amtrak,11.6,"Microsoft Office, Customer Service, Microsoft Excel, Management, Microsoft Word, PowerPoint, Public Speaking, Research, Project Management, Leadership, Sony Vegas, Photoshop, Illustrator, InDesign",12
external_validation_index_110,Training Manager,Fremont,California,United States,Training Manager,Intuitive,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_111,Program/Project Management Specialist,Layton,Utah,United States,Program/Project Management Specialist,Booz Allen Hamilton Inc,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
external_validation_index_112,Senior Associate - Valuations,Manhasset,New York,United States,Valuation Analyst,Tmf,2019,Bachelor of Science,Finance (BS),Finance,112,NA,2016,2019,Senior Associate - Valuations,NA,PwC,https://www.pwc.com/gx/en,Professional Services,United States,NA,2026-01-01T00:00:00Z,Controller,NA,PARENTAL LOVING CARE INC,8.4,,5
external_validation_index_113,Assistant Manager,Oakton,Virginia,United States,Unknown,Unknown,2019,BS in Business Administration,Business Administration: Info Systems/Technology (BSBA),Business Administration,113,"Bachelor's degree, BSBA/Specialization in Information System and Technology Management, Minor: Psychology",2016,2020,Assistant Manager,NA,DK Rice Mill,NA,NA,Thailand,"Nakhon Pathom, Nakhon Pathom, Thailand",2021-04-01T00:00:00Z,Talent Acquisition,NA,Thoughtworks,6.8,"Microsoft Office, Customer Service, Research, Foreign Languages, Communication, Interpersonal Skills, Microsoft Excel, Digital Marketing",6
external_validation_index_114,Product Owner,Parsippany,New Jersey,United States,Quality Control Analyst,"Cronos Clinical Consulting Services, Inc.",2019,BS in Business Administration,Business Administration: Entreship: Self Designed (BSBA),Entrepreneurship & Mgmt,114,"Bachelor of Science in Business Administration , Sustainability Studies and Entreprenuership",2016,2019,Product Owner,NA,"Cronos Clinical Consulting Services, Inc., an IQVIA business",http://www.cronosccs.com/,Pharmaceutical Manufacturing,United States,NA,2025-01-01T00:00:00Z,"QA Engineer, Software Development",NA,"Cronos Clinical Consulting Services, Inc., an IQVIA business",12.3,"Auditing, Sales Management, Teamwork, Microsoft PowerPoint, Sales, Customer Service, Spanish",11
